coreid,no.metal,no.topology,LCD,PLD,PLD/LCD,Density (g/cm3),ASA (m2/cm3),ASA (m2/g),VF,PV (cm3/g),Has OMS,frac_C,frac_H,frac_O,frac_N,frac_halogen,frac_metal,H_over_C,O_over_C,N_over_C,NF3_uptake(mol/kg),CF4_uptake(mol/kg),Selectivity(NF3/CF4)
2018[Hg][nan]2[ION]3,58,0,7.73052,6.89789,0.892293145,1.41765,848.101,598.245,0.2312,0.163087,1,0.408602151,0.301075269,0.150537634,0.043010753,0.064516129,0.010752688,0.736842105,0.368421053,0.105263158,0.470927573,0.652196219,0.722064249
2019[V][nan]3[ASR]4,20,0,7.09696,6.96662,0.98163439,1.13527,1589.22,1399.86,0.5806,0.51142,0,0.470588235,0.176470588,0.294117647,0,0,0.058823529,0.375,0.625,0,1.109539449,1.536828591,0.721966949
2011[Eu][pcu]3[ASR]1,10,1,8.37339,6.72824,0.803526409,0.618189,2907.7,4703.58,0.7574,1.22519,1,0.490196078,0.352941176,0.12745098,0,0,0.019607843,0.72,0.26,0,1.190045395,1.648428407,0.721927255
2008[Cu][tbo]3[ASR]15,2,6,13.2719,6.68931,0.504020525,0.886213,1874.16,2114.79,0.6462,0.72917,1,0.461538462,0.153846154,0.307692308,0,0,0.076923077,0.333333333,0.666666667,0,1.319645038,1.828228442,0.721816272
2018[Ni][fmz]3[ASR]6,5,55,9.27355,5.5066,0.593796335,0.683544,2355.26,3445.66,0.7168,1.04865,0,0.460176991,0.353982301,0.132743363,0.026548673,0,0.026548673,0.769230769,0.288461538,0.057692308,1.667261998,2.309827833,0.721812238
2017[Zn][nan]3[ASR]12,1,0,15.65792,15.56978,0.9943709,0.743423,1405.8,1890.99,0.7608,1.02337,1,0.5,0.214285714,0.214285714,0,0,0.071428571,0.428571429,0.428571429,0,1.093888993,1.515670799,0.721719383
2021[Zn][pcu]3[FSR]2,1,1,7.95633,6.04669,0.759984817,0.826356,2238.96,2709.44,0.5291,0.640281,1,0.464864865,0.291891892,0.162162162,0.032432432,0,0.043243243,0.627906977,0.348837209,0.069767442,1.869973238,2.591214408,0.721659015
2011[Mn][flu]3[ASR]1,6,8,7.18754,5.18545,0.721449898,0.839237,2039.02,2429.61,0.6438,0.767126,0,0.468085106,0.340425532,0.170212766,0,0,0.021276596,0.727272727,0.363636364,0,1.694872988,2.348998368,0.721530084
2016[Zn][nan]3[ASR]8,1,0,9.58058,6.77528,0.707188918,0.919899,1619.67,1760.7,0.5403,0.587347,0,0.372881356,0.237288136,0.203389831,0.13559322,0,0.050847458,0.636363636,0.545454545,0.363636364,1.439477008,1.995123803,0.721497586
2016[Yb][lcy]3[ASR]1,26,80,12.38417,6.8566,0.55365842,0.903178,2007.21,2222.38,0.7248,0.8025,0,0.487179487,0.316239316,0.136752137,0.025641026,0,0.034188034,0.649122807,0.280701754,0.052631579,0.771800886,1.069953011,0.721340917
2016[Ti][srs]3[ASR]1,45,9,6.25402,4.56727,0.730293475,0.748874,3561.41,4755.68,0.7372,0.984411,0,0.48,0.12,0.36,0,0,0.04,0.25,0.75,0,2.036369235,2.823089071,0.721326598
2009[ZnSi][pcu]3[ASR]4,36,1,11.45785,9.81282,0.856427689,0.607746,1945.75,3201.58,0.6447,1.0608,0,0.470588235,0.352941176,0,0.058823529,0.088235294,0.014705882,0.75,0,0.125,1.319721478,1.829619224,0.721309363
2016[Zr][flu]3[ASR]1,8,8,10.61651,7.98187,0.751835584,0.69801,2313.18,3313.97,0.7446,1.06675,1,0.470588235,0.329411765,0.164705882,0,0,0.035294118,0.7,0.35,0,1.440078959,1.996710445,0.721225736
2019[Cu][hxg]3[ASR]1,2,116,8.56757,5.10357,0.595684657,1.0481,2139.32,2041.14,0.6736,0.642686,1,0.352941176,0.176470588,0.205882353,0.176470588,0,0.088235294,0.5,0.583333333,0.5,0.850748412,1.179597068,0.721219503
2017[Al][fon]3[ASR]7,16,54,9.96752,8.27684,0.830381078,0.566455,1979.93,3495.3,0.626,1.10512,0,0.475,0.333333333,0.158333333,0,0,0.033333333,0.701754386,0.333333333,0,1.619195059,2.245394124,0.721118418
2012[Ni][rtl]3[ASR]1,5,10,6.73929,4.78997,0.710752913,1.07498,1462.11,1360.13,0.5704,0.530615,0,0.406779661,0.305084746,0.101694915,0.13559322,0,0.016949153,0.75,0.25,0.333333333,1.236531578,1.714778013,0.721103005
2017[Zn][mog]3[ASR]1,1,42,8.52599,5.82023,0.682645652,0.788781,2115.39,2681.84,0.69,0.874767,1,0.523364486,0.299065421,0.074766355,0.074766355,0,0.028037383,0.571428571,0.142857143,0.142857143,1.886436754,2.616217285,0.721055076
2014[Cu][tbo]3[ASR]3,2,6,13.2781,6.68961,0.503807774,0.886331,2091.37,2359.59,0.7192,0.811435,1,0.461538462,0.153846154,0.307692308,0,0,0.076923077,0.333333333,0.666666667,0,1.327753618,1.841862607,0.720875495
2014[Zn][ths]3[ASR]4,1,14,8.89134,5.57763,0.627310394,1.34608,1696.73,1260.5,0.6164,0.457923,1,0.444444444,0.296296296,0,0.148148148,0.074074074,0.037037037,0.666666667,0,0.333333333,0.801489771,1.111896412,0.720831331
2012[Cu][tbo]3[ASR]9,2,6,13.23294,6.7383,0.509206571,0.874739,2085.07,2383.65,0.7194,0.822417,1,0.461538462,0.153846154,0.307692308,0,0,0.076923077,0.333333333,0.666666667,0,1.253827784,1.739694986,0.720717019
2017[Cu][nan]3[ASR]14,2,0,15.62821,12.51358,0.800704623,0.534542,1877.06,3511.53,0.781,1.46107,1,0.494505495,0.296703297,0.131868132,0.054945055,0,0.021978022,0.6,0.266666667,0.111111111,1.261907178,1.751312991,0.720549202
0000[Lu][lcy]3[ASR]1,44,80,12.44548,7.05215,0.566643472,0.89958,2003.49,2227.14,0.7268,0.807932,0,0.487179487,0.316239316,0.136752137,0.025641026,0,0.034188034,0.649122807,0.280701754,0.052631579,0.698405199,0.969399832,0.720451124
2023[Zn][nan]3[ASR]19,1,0,7.95786,5.59731,0.703368745,0.789275,1763.6,2234.46,0.4751,0.601945,0,0.34,0.46,0.04,0.12,0,0.02,1.352941176,0.117647059,0.352941176,1.285953641,1.785124153,0.720372104
2008[Cu][tbo]3[ASR]1,2,6,13.28212,6.68237,0.503110196,0.885101,1875.87,2119.39,0.646,0.72986,1,0.461538462,0.153846154,0.307692308,0,0,0.076923077,0.333333333,0.666666667,0,1.288471231,1.788757031,0.720316515
2018[Cu][fmj]3[ASR]1,2,131,13.05796,7.77703,0.595577717,0.518664,2252.17,4342.26,0.7976,1.5378,1,0.53164557,0.253164557,0.151898734,0,0.025316456,0.037974684,0.476190476,0.285714286,0,0.859830595,1.194056948,0.720091782
2017[Cd][hcb]2[ASR]2,4,12,11.50272,8.4606,0.735530379,0.806632,1710.29,2120.28,0.6698,0.830366,0,0.36,0.424,0.144,0.056,0,0.016,1.177777778,0.4,0.155555556,1.425469593,1.979862934,0.719983979
2010[Cd][flu]3[ASR]1,4,8,8.28593,5.15676,0.622351384,0.856166,2229.18,2603.68,0.6884,0.804049,1,0.464788732,0.338028169,0.169014085,0,0,0.028169014,0.727272727,0.363636364,0,1.404826426,1.951395334,0.719908673
2008[Cu][tbo]3[ASR]10,2,6,13.28361,6.6826,0.503071078,0.88504,1875.32,2118.91,0.646,0.72991,1,0.461538462,0.153846154,0.307692308,0,0,0.076923077,0.333333333,0.666666667,0,1.293513963,1.797317876,0.719691258
2008[Cu][tbo]3[ASR]16,2,6,13.26992,6.69007,0.504153002,0.886406,1873.71,2113.83,0.6462,0.729012,1,0.461538462,0.153846154,0.307692308,0,0,0.076923077,0.333333333,0.666666667,0,1.312458024,1.823713164,0.719662527
2016[Fe][nan]3[ASR]5,9,0,16.92569,16.84467,0.995213194,0.669653,1366.48,2040.58,0.7686,1.14776,1,0.5,0.214285714,0.214285714,0,0,0.071428571,0.428571429,0.428571429,0,1.105777594,1.536528569,0.719659638
2007[Cu][dia]3[ASR]1,2,3,6.80305,5.44346,0.800149933,0.599543,3257.88,5433.94,0.7312,1.2196,0,0.487804878,0.390243902,0,0.097560976,0,0.024390244,0.8,0,0.2,1.737427534,2.414409304,0.719607703
2015[Nd][flu]3[ION]1,18,8,6.45875,4.84646,0.750371202,1.35969,635.284,467.226,0.1932,0.142091,0,0.384615385,0.346153846,0.179487179,0.064102564,0.012820513,0.012820513,0.9,0.466666667,0.166666667,0.435868189,0.605705178,0.719604528
2011[Cu][scu]3[ASR]2,2,15,12.62996,6.49015,0.513869403,0.677616,2253.72,3325.95,0.7442,1.09826,1,0.542857143,0.266666667,0.152380952,0,0,0.038095238,0.49122807,0.280701754,0,1.425222205,1.980759594,0.719533157
2020[Co][nan]3[ASR]27,3,0,7.8551,6.2266,0.792682461,0.794542,1901.71,2393.47,0.5432,0.683664,0,0.571428571,0.299319728,0.108843537,0,0,0.020408163,0.523809524,0.19047619,0,1.702482592,2.366307034,0.71946817
2021[Al][nan]3[ASR]17,16,0,6.6837,5.4719,0.818693239,1.06455,1651.8,1551.65,0.5976,0.561366,0,0.294117647,0.235294118,0.294117647,0.117647059,0,0.058823529,0.8,1,0.4,1.550990683,2.155790394,0.719453379
2015[Zn][nan]3[ASR]1,1,0,5.86696,4.77757,0.814317807,1.05542,1851.34,1754.12,0.5878,0.556934,1,0.494117647,0.270588235,0.141176471,0.058823529,0,0.035294118,0.547619048,0.285714286,0.119047619,1.812082491,2.518880081,0.719400064
2010[Cu][nan]3[ASR]34,2,0,9.49806,8.4757,0.892361177,2.20878,994.622,450.304,0.3594,0.162714,1,0.633333333,0,0,0.133333333,0.1,0.133333333,0,0,0.210526316,0.38203628,0.531052662,0.719394341
2022[Mn][kgd]2[ASR]2,6,18,10.97377,6.54622,0.59653337,0.689925,2248.54,3259.1,0.7032,1.01924,1,0.509090909,0.218181818,0.145454545,0.109090909,0,0.018181818,0.428571429,0.285714286,0.214285714,1.733121831,2.409223455,0.719369483
2010[In][nan]3[ION]1,7,0,8.41075,5.98942,0.712114853,1.06349,2139.19,2011.48,0.6802,0.639592,1,0.464516129,0.15483871,0.322580645,0,0,0.058064516,0.333333333,0.694444444,0,1.927251748,2.679715465,0.719200144
2013[Cu][pto]3[ASR]1,2,69,21.30485,10.23706,0.480503735,0.503862,1903.11,3777.04,0.7904,1.56868,1,0.577777778,0.311111111,0.088888889,0,0,0.022222222,0.538461538,0.153846154,0,1.241433859,1.726178731,0.71918037
2013[Mn][fsc]3[ASR]1,6,24,7.34071,4.95639,0.675192182,0.959143,1310.37,1366.18,0.3484,0.363241,0,0.457142857,0.357142857,0.135714286,0.028571429,0,0.021428571,0.78125,0.296875,0.0625,1.191774667,1.65715598,0.719168673
2012[Gd][pcu]3[FSR]5,15,1,6.83596,5.40883,0.791231956,1.25362,1323.18,1055.49,0.5338,0.425808,0,0.355263158,0.263157895,0.263157895,0.105263158,0,0.013157895,0.740740741,0.740740741,0.296296296,0.975926478,1.35712794,0.719111625
2022[Zn][sab]3[ASR]1,1,57,8.08058,6.97109,0.862696737,1.12259,1994.63,1776.82,0.6486,0.577773,1,0.45,0.15,0.325,0,0,0.075,0.333333333,0.722222222,0,1.673593696,2.327370309,0.71909214
2017[V][nan]3[ASR]4,20,0,7.23059,7.08016,0.979195335,1.12985,1607.25,1422.54,0.5924,0.524318,0,0.470588235,0.176470588,0.294117647,0,0,0.058823529,0.375,0.625,0,1.114339801,1.549653318,0.71908974
2017[Zn][sit]3[FSR]1,1,29,6.4076,5.70891,0.890959173,1.0825,1248.42,1153.28,0.338,0.312241,1,0.482758621,0.298850575,0.16091954,0.022988506,0,0.034482759,0.619047619,0.333333333,0.047619048,1.128228974,1.569232907,0.718968465
2014[Cu][nan]3[ASR]2,2,0,8.20724,6.59788,0.803909719,0.786824,2313.03,2939.71,0.725,0.921426,1,0.558139535,0.209302326,0.186046512,0,0,0.046511628,0.375,0.333333333,0,1.81507482,2.524738748,0.718915896
2014[Cu][nan]3[ASR]8,2,0,8.20724,6.59788,0.803909719,0.786824,2296.92,2919.23,0.725,0.921426,1,0.558139535,0.209302326,0.186046512,0,0,0.046511628,0.375,0.333333333,0,1.81507482,2.524738748,0.718915896
2005[Zn][nan]3[ASR]1,1,0,7.05833,5.81168,0.823378901,1.26326,1581.99,1252.3,0.595,0.471002,1,0.41025641,0.256410256,0.256410256,0,0,0.076923077,0.625,0.625,0,1.20768402,1.67991251,0.718896974
2013[Co][sab]3[ASR]1,3,57,7.90672,6.45551,0.816458658,1.08802,2017.02,1853.85,0.621,0.570763,1,0.428571429,0.19047619,0.30952381,0,0,0.071428571,0.444444444,0.722222222,0,1.586291457,2.206659076,0.718865671
2019[Co][sxb]3[ASR]1,3,46,5.98053,5.13008,0.857796884,1.20856,1603.21,1326.54,0.5598,0.463196,1,0.444444444,0.244444444,0.244444444,0,0,0.066666667,0.55,0.55,0,1.034516186,1.439138899,0.718843877
2016[In][neb]3[ASR]1,7,39,10.43035,6.86192,0.657880129,0.681319,1836.36,2695.29,0.5808,0.852464,0,0.533333333,0.32,0.106666667,0.026666667,0,0.013333333,0.6,0.2,0.05,1.50775882,2.0976269,0.71879266
2017[V][nan]3[ASR]10,20,0,7.33089,7.26488,0.990995636,1.11607,1580.58,1416.21,0.5852,0.52434,0,0.444444444,0.222222222,0.277777778,0,0,0.055555556,0.5,0.625,0,1.12915247,1.57094878,0.718771028
2021[Tm][nan]3[ASR]3,29,0,6.79797,5.20838,0.766166959,1.34495,1450.27,1078.31,0.5664,0.421132,1,0.513761468,0.220183486,0.211009174,0.027522936,0,0.027522936,0.428571429,0.410714286,0.053571429,0.895650001,1.246147584,0.718735094
2019[Zr][csq]3[ASR]3,8,34,30.18955,28.66113,0.949372548,0.459784,1551.15,3373.65,0.8336,1.81302,1,0.543209877,0.271604938,0.148148148,0,0,0.037037037,0.5,0.272727273,0,1.051690113,1.463349693,0.718686803
2016[Cu][nbo]3[ASR]50,2,4,9.29213,5.38687,0.579723917,0.544661,2828.76,5193.63,0.762,1.39904,1,0.511111111,0.355555556,0.111111111,0,0,0.022222222,0.695652174,0.217391304,0,1.576311721,2.193378062,0.7186685
2015[Zn][nan]3[ASR]7,1,0,11.33857,8.36133,0.737423679,0.659609,1911.11,2897.34,0.6398,0.969969,1,0.461538462,0.373626374,0.131868132,0,0,0.032967033,0.80952381,0.285714286,0,0.931723596,1.296904084,0.71842136
2016[Fe][nan]3[ASR]4,9,0,16.8944,16.81333,0.995201369,0.672143,1368.49,2036.01,0.767,1.14113,1,0.5,0.214285714,0.214285714,0,0,0.071428571,0.428571429,0.428571429,0,1.082622014,1.507761081,0.718032869
2023[Fe][ant]3[ASR]1,9,21,11.79027,5.62293,0.476912742,0.725787,2003.58,2760.56,0.6822,0.939946,1,0.54,0.3,0.13,0,0,0.03,0.555555556,0.240740741,0,1.591753026,2.217190249,0.717914499
2013[In][sod]3[ASR]1,7,53,11.98558,10.17572,0.848996878,0.581652,2370.37,4075.24,0.711,1.22238,0,0.489795918,0.306122449,0.163265306,0.020408163,0,0.020408163,0.625,0.333333333,0.041666667,1.88914615,2.631615144,0.717865663
0000[Ho][nan]3[ASR]1,27,0,10.25001,8.1104,0.791257765,0.751125,2425.1,3228.62,0.738,0.982526,1,0.559440559,0.307692308,0.111888112,0,0,0.020979021,0.55,0.2,0,1.886594619,2.628791806,0.717666045
2018[Eu][bcu]3[ASR]1,10,13,10.24044,5.77536,0.563975767,0.933126,2217.77,2376.71,0.6888,0.738164,1,0.457142857,0.3,0.2,0.014285714,0,0.028571429,0.65625,0.4375,0.03125,1.2580025,1.753183697,0.717553159
2007[TbV][nan]3[FSR]1,95,0,7.52429,4.67403,0.621192166,1.14922,1901.9,1654.95,0.5956,0.518267,0,0.349206349,0.333333333,0.214285714,0.047619048,0,0.055555556,0.954545455,0.613636364,0.136363636,1.137194528,1.584921561,0.717508397
2012[Zn][pcu]3[ASR]8,1,1,13.10906,11.59751,0.88469425,0.53928,2112.77,3917.75,0.77,1.42783,0,0.459459459,0.378378378,0.108108108,0.027027027,0,0.027027027,0.823529412,0.235294118,0.058823529,0.755631499,1.053166911,0.717485036
2016[Zn][bnn]3[ASR]1,1,41,5.9269,5.62001,0.948220824,1.1825,1456.94,1232.08,0.462,0.390697,0,0.457142857,0.171428571,0.285714286,0,0,0.057142857,0.375,0.625,0,1.594847527,2.223127597,0.71738911
2023[U][nan]2[FSR]1,17,0,7.43309,5.4344,0.731109135,1.11106,1990.57,1791.59,0.6372,0.573505,0,0.515151515,0.242424242,0.161616162,0,0,0.02020202,0.470588235,0.31372549,0,1.323947452,1.845591002,0.717356907
2013[Zn][pcu]3[ASR]9,1,1,9.72743,8.74819,0.899332095,0.899948,1652.81,1836.56,0.5074,0.56381,1,0.477987421,0.327044025,0.113207547,0.037735849,0,0.044025157,0.684210526,0.236842105,0.078947368,0.97534476,1.359835806,0.717251859
2008[Cu][tbo]3[ASR]3,2,6,13.26441,6.6896,0.504326992,0.887317,1872.82,2110.65,0.6459,0.727925,1,0.461538462,0.153846154,0.307692308,0,0,0.076923077,0.333333333,0.666666667,0,1.32424601,1.846501293,0.717164952
2008[Cu][tbo]3[ASR]11,2,6,13.28166,6.68348,0.503211195,0.885202,1873.32,2116.26,0.6462,0.730003,1,0.461538462,0.153846154,0.307692308,0,0,0.076923077,0.333333333,0.666666667,0,1.297168346,1.808974647,0.717073812
2019[Dy][nan]3[ASR]4,23,0,10.70502,6.41058,0.598838676,0.8219,1781.12,2167.07,0.6888,0.838058,1,0.552631579,0.315789474,0.078947368,0.039473684,0,0.013157895,0.571428571,0.142857143,0.071428571,1.169476943,1.63092825,0.717062166
2016[Zr][flu]3[FSR]1,8,8,9.67224,6.72483,0.695271209,0.723003,2222.13,3073.47,0.6586,0.910923,0,0.43956044,0.351648352,0.175824176,0,0,0.032967033,0.8,0.4,0,1.421360241,1.982201404,0.717061464
2021[Cu][nan]3[ASR]1,2,0,8.61757,7.37936,0.856315644,0.912308,2480.18,2718.57,0.6892,0.755446,1,0.5,0.1875,0.25,0,0,0.0625,0.375,0.5,0,1.202573295,1.677302128,0.7169688
2016[Fe][nan]3[ASR]2,9,0,16.91027,16.82951,0.995224204,0.672455,1365.68,2030.89,0.7654,1.13822,1,0.5,0.214285714,0.214285714,0,0,0.071428571,0.428571429,0.428571429,0,1.074314326,1.498428736,0.716960573
2008[Cu][tbo]3[ASR]12,2,6,13.2812,6.685,0.503343071,0.885192,1873.92,2116.96,0.6462,0.730011,1,0.461538462,0.153846154,0.307692308,0,0,0.076923077,0.333333333,0.666666667,0,1.299381595,1.812356422,0.716956985
2020[Cu][tbo]3[ASR]3,2,6,13.26744,6.67803,0.503339755,0.887233,2081.96,2346.57,0.7186,0.809934,1,0.461538462,0.153846154,0.307692308,0,0,0.076923077,0.333333333,0.666666667,0,1.311196502,1.828898899,0.716932195
2013[Cd][bcu]3[ION]1,4,13,10.14017,6.98077,0.688427314,0.993777,1554.04,1563.77,0.6108,0.614625,0,0.453900709,0.340425532,0.170212766,0,0.014184397,0.021276596,0.75,0.375,0,0.715432203,0.998076041,0.716811319
2015[Zn][hww]3[ION]9,1,50,12.47273,12.11649,0.97143849,0.689851,1977.22,2866.16,0.6257,0.907007,1,0.440860215,0.301075269,0.182795699,0.032258065,0,0.043010753,0.682926829,0.414634146,0.073170732,1.122150993,1.565521486,0.716790541
2018[Zr][nan]3[ASR]3,8,0,15.52353,8.15201,0.525138934,0.565002,2138.82,3785.5,0.779,1.37876,0,0.550458716,0.275229358,0.146788991,0,0,0.027522936,0.5,0.266666667,0,0.979827449,1.367153209,0.716691767
2021[Zn][nan]3[ASR]6,1,0,9.27985,8.95188,0.964657834,1.08756,1656.38,1523.03,0.67,0.61606,0,0.24,0.16,0.4,0,0,0.08,0.666666667,1.666666667,0,1.105317294,1.543008785,0.716338951
2016[Zn][dia]3[ASR]2,1,3,11.25815,9.89446,0.878870862,0.655086,1645.85,2512.41,0.5968,0.911025,1,0.472727273,0.290909091,0.145454545,0.072727273,0,0.018181818,0.615384615,0.307692308,0.153846154,0.864840356,1.207333697,0.716322553
2018[Gd][nan]3[ASR]5,15,0,7.33516,4.51354,0.615329454,1.13018,1471.22,1301.76,0.4512,0.399229,0,0.488636364,0.284090909,0.181818182,0,0,0.022727273,0.581395349,0.372093023,0,1.430359973,1.997478631,0.716082741
2016[Cu][nbo]3[ASR]47,2,4,10.32772,5.66507,0.548530557,0.556941,2908.44,5222.17,0.7584,1.36173,1,0.525,0.325,0.125,0,0,0.025,0.619047619,0.238095238,0,1.774376174,2.478590911,0.715881014
2022[Zn][nan]3[ASR]25,1,0,12.7237,8.35302,0.656493001,0.923498,1981.87,2146.05,0.7102,0.769033,1,0.433333333,0.2,0.166666667,0.133333333,0,0.066666667,0.461538462,0.384615385,0.307692308,1.172125914,1.637400937,0.715845391
2020[Zn][nan]3[ION]2,1,0,11.49017,5.60322,0.487653359,0.871591,1773.19,2034.43,0.5057,0.580204,0,0.376068376,0.256410256,0.188034188,0.085470085,0,0.051282051,0.681818182,0.5,0.227272727,0.895452525,1.250934738,0.715826731
2013[In][ncb]3[ASR]1,7,64,12.47053,8.65654,0.694159751,0.64221,2030.08,3161.09,0.6733,1.04841,0,0.508928571,0.321428571,0.116071429,0.026785714,0,0.026785714,0.631578947,0.228070175,0.052631579,1.320281849,1.844817713,0.715670627
2013[ZnSi][nan]3[ASR]1,36,0,11.00214,7.6444,0.694810282,0.618366,2207.55,3569.97,0.7646,1.23648,1,0.497777778,0.293333333,0.151111111,0,0,0.04,0.589285714,0.303571429,0,1.192194444,1.665966042,0.715617494
2015[Zn][nts]3[FSR]1,1,19,24.29093,9.83992,0.405086178,0.411504,1884.64,4579.87,0.7599,1.84664,0,0.477876106,0.283185841,0.132743363,0.079646018,0,0.026548673,0.592592593,0.277777778,0.166666667,0.942147063,1.316780746,0.715492739
2015[Cu][fsc]3[ASR]2,2,24,10.98417,6.07285,0.552872907,0.75368,1951.36,2589.11,0.5968,0.791848,0,0.516129032,0.290322581,0.129032258,0.032258065,0,0.032258065,0.5625,0.25,0.0625,1.614626839,2.25702668,0.715377826
2017[Y][nan]3[ASR]1,28,0,6.7154,5.77485,0.859941329,1.13452,986.785,869.785,0.3145,0.277211,0,0.549295775,0.338028169,0.084507042,0,0,0.014084507,0.615384615,0.153846154,0,0.989773301,1.3837291,0.715294129
2024[Zn][pcu]3[FSR]2,1,1,10.29168,4.87268,0.473458172,1.25743,2042.27,1624.17,0.6474,0.514862,0,0.375,0,0.375,0,0.125,0.125,0,1,0,1.605083996,2.244011773,0.71527432
2022[Zn][rtl]3[ASR]1,1,10,11.61707,9.67324,0.832674676,0.537621,2162.99,4023.26,0.8122,1.51073,1,0.494117647,0.282352941,0.152941176,0.023529412,0,0.047058824,0.571428571,0.30952381,0.047619048,0.854464673,1.194714925,0.715203815
2023[Yb][the]3[ASR]1,26,45,18.05635,10.49723,0.581359466,0.900297,1159.66,1288.08,0.7358,0.817286,1,0.533333333,0.228571429,0.19047619,0.00952381,0,0.038095238,0.428571429,0.357142857,0.017857143,1.092971045,1.528284987,0.715161802
2015[Tb][nan]3[ASR]11,11,0,6.17523,5.02799,0.814219066,1.45638,1630.63,1119.65,0.5482,0.376414,1,0.472222222,0.294444444,0.194444444,0,0,0.038888889,0.623529412,0.411764706,0,1.100632952,1.539046164,0.715139661
2016[Ti][srs]3[ASR]2,45,9,6.26046,4.57832,0.731307284,0.748868,3561.57,4755.94,0.7352,0.981748,0,0.48,0.12,0.36,0,0,0.04,0.25,0.75,0,1.999136563,2.795483965,0.715130757
2021[Zn][dia]3[FSR]1,1,3,8.44927,6.13665,0.726293514,0.835142,2030.97,2431.89,0.6135,0.734606,1,0.396551724,0.275862069,0.275862069,0,0,0.051724138,0.695652174,0.695652174,0,1.324026592,1.851537081,0.715095909
2021[Zn][dia]3[FSR]6,1,3,8.44927,6.13665,0.726293514,0.835142,2030.97,2431.89,0.6135,0.734606,1,0.396551724,0.275862069,0.275862069,0,0,0.051724138,0.695652174,0.695652174,0,1.324026592,1.851537081,0.715095909
2012[Zn][scu]3[ASR]3,1,15,10.86494,6.69089,0.615823925,0.80874,2158.77,2669.3,0.7268,0.898682,1,0.456790123,0.24691358,0.24691358,0,0,0.049382716,0.540540541,0.540540541,0,1.86188777,2.603782985,0.715070258
2011[Zn][pyr]3[ASR]5,1,56,11.64217,8.55683,0.734985832,0.576845,1890.46,3277.23,0.6408,1.11087,0,0.537931034,0.331034483,0.089655172,0.013793103,0,0.027586207,0.615384615,0.166666667,0.025641026,0.941163408,1.31621175,0.715054707
2013[Hf][bcu]3[ASR]2,32,13,10.65467,9.07696,0.851923147,0.975202,2182.99,2238.5,0.7572,0.776455,1,0.470588235,0.235294118,0.235294118,0,0,0.058823529,0.5,0.5,0,0.494282931,0.691264556,0.715041625
2016[Cu][nbo]3[ASR]23,2,4,11.16651,5.27713,0.472585436,0.555196,2860.25,5151.78,0.7556,1.36096,1,0.511627907,0.348837209,0.11627907,0,0,0.023255814,0.681818182,0.227272727,0,1.827724659,2.556260053,0.7149995
2012[Cu][hxg]3[ASR]1,2,116,9.42482,4.9065,0.520593497,1.06972,2048.04,1914.56,0.678,0.63381,1,0.342857143,0.171428571,0.228571429,0.171428571,0,0.085714286,0.5,0.666666667,0.5,0.820815409,1.148447976,0.714717102
2016[Er][lcy]3[FSR]1,22,80,12.70758,7.22422,0.568496913,0.877341,1789.12,2039.25,0.5738,0.654022,0,0.438461538,0.353846154,0.153846154,0.023076923,0,0.030769231,0.807017544,0.350877193,0.052631579,0.6333023,0.886113093,0.714696922
2012[Cu][tbo]3[ASR]2,2,6,13.20706,6.72961,0.509546409,0.879722,2081.23,2365.78,0.7196,0.817985,1,0.461538462,0.153846154,0.307692308,0,0,0.076923077,0.333333333,0.666666667,0,1.285674842,1.798995972,0.714662435
2015[Ce][flu]3[ION]1,19,8,6.27834,4.63144,0.737685439,1.3641,623.822,457.314,0.1884,0.138113,0,0.384615385,0.346153846,0.179487179,0.064102564,0.012820513,0.012820513,0.9,0.466666667,0.166666667,0.421755776,0.590210954,0.714584798
2020[Zn][nan]3[ASR]8,1,0,16.87479,10.45402,0.619505191,0.511629,1925.67,3763.79,0.795,1.55386,1,0.529209622,0.274914089,0.089347079,0.075601375,0,0.030927835,0.519480519,0.168831169,0.142857143,1.168410475,1.635265972,0.714507912
2019[Zn][nan]2[ASR]9,1,0,6.3925,4.80413,0.751526007,1.2493,799.307,639.802,0.4794,0.383734,0,0.488636364,0.306818182,0.136363636,0.045454545,0,0.022727273,0.627906977,0.279069767,0.093023256,0.626142297,0.876332992,0.71450271
2024[Zn][pcu]3[FSR]3,1,1,13.10273,9.06658,0.691961141,0.535109,1927,3601.13,0.786,1.46886,1,0.45751634,0.366013072,0.130718954,0.013071895,0,0.032679739,0.8,0.285714286,0.028571429,0.651121572,0.911398637,0.714420173
2012[Zn][tbo]3[ASR]1,1,6,13.00544,6.82625,0.524876513,0.86753,2077.74,2395.01,0.7198,0.829712,1,0.461538462,0.153846154,0.307692308,0,0,0.076923077,0.333333333,0.666666667,0,1.469978814,2.05763119,0.714403447
2012[Fe][nan]3[ASR]1,9,0,8.31765,7.68905,0.924425769,1.39212,1429.18,1026.62,0.5506,0.395512,0,0.333333333,0.166666667,0.416666667,0,0,0.083333333,0.5,1.25,0,0.406089808,0.568546093,0.714260132
2008[Zn][nan]3[ASR]14,1,0,11.40084,10.50829,0.921711909,1.2903,1586.31,1229.41,0.6448,0.499731,1,0.444444444,0.111111111,0.333333333,0,0,0.111111111,0.25,0.75,0,1.457775017,2.040985157,0.71425067
