coreid,no.metal,no.topology,LCD,PLD,PLD/LCD,Density (g/cm3),ASA (m2/cm3),ASA (m2/g),VF,PV (cm3/g),Has OMS,frac_C,frac_H,frac_O,frac_N,frac_halogen,frac_metal,H_over_C,O_over_C,N_over_C,NF3_uptake(mol/kg),CF4_uptake(mol/kg),Selectivity(NF3/CF4)
2023[Eu][nan]2[FSR]1,10,0,5.79765,4.80398,0.828608143,1.26715,1246.41,983.632,0.5074,0.400427,0,0.5,0.338235294,0.147058824,0,0,0.014705882,0.676470588,0.294117647,0,1.179421283,1.315507478,0.896552322
2022[Zn][sql]2[ASR]5,1,2,6.64993,5.55936,0.836002785,0.953671,1457.16,1527.95,0.3809,0.399404,1,0.53271028,0.336448598,0.074766355,0.037383178,0,0.018691589,0.631578947,0.140350877,0.070175439,1.906493511,2.12687802,0.896381219
2018[CeZn][she]3[ASR]1,218,48,23.2696,14.5945,0.627191701,0.548192,1703.29,3107.1,0.8262,1.50714,1,0.471299094,0.253776435,0.193353474,0.036253776,0,0.045317221,0.538461538,0.41025641,0.076923077,0.501501532,0.559527716,0.896294352
2017[Zn][flt]3[ASR]1,1,143,8.87781,5.77115,0.650064599,0.815158,1859.66,2281.35,0.5221,0.640489,1,0.533333333,0.242424242,0.193939394,0,0,0.03030303,0.454545455,0.363636364,0,1.6414435,1.831574566,0.89619256
2020[Co][nan]3[ASR]6,3,0,8.12547,6.11997,0.753183508,1.03447,1689.07,1632.78,0.622,0.601271,0,0.418604651,0.23255814,0.186046512,0.11627907,0,0.046511628,0.555555556,0.444444444,0.277777778,2.115865206,2.36095136,0.896191782
2014[Zn][nan]2[ASR]2,1,0,11.88558,11.43505,0.962094403,0.857234,1284.1,1497.96,0.6254,0.729556,1,0.482142857,0.366071429,0.008928571,0.125,0,0.017857143,0.759259259,0.018518519,0.259259259,0.802377055,0.897152796,0.894359421
2016[Cd][nan]3[ASR]22,4,0,7.6922,6.08743,0.791376979,1.80232,971.074,538.792,0.2926,0.162347,1,0.195121951,0.243902439,0,0.43902439,0.048780488,0.073170732,1.25,0,2.25,0.344554632,0.38537597,0.894073994
2014[Sm][nan]3[ASR]1,24,0,7.97238,7.1663,0.898890921,1.42154,1513.22,1064.5,0.5652,0.397598,1,0.446808511,0.191489362,0.255319149,0.063829787,0,0.042553191,0.428571429,0.571428571,0.142857143,0.790110141,0.884323002,0.893463292
2020[Cu][sql]2[FSR]10,2,2,7.00381,4.52324,0.645825629,0.720191,2371.87,3293.38,0.6736,0.935307,0,0.447368421,0.368421053,0.118421053,0.052631579,0,0.013157895,0.823529412,0.264705882,0.117647059,2.197054185,2.459559465,0.893271424
2013[Zn][rtl]3[ASR]2,1,10,7.21012,6.84185,0.94892318,1.17716,1370.73,1164.43,0.5408,0.45941,1,0.527777778,0.222222222,0.166666667,0.055555556,0,0.027777778,0.421052632,0.315789474,0.105263158,1.372257249,1.536264258,0.89324297
2017[Co][bnn]3[ASR]2,3,41,6.64474,4.96354,0.746987843,0.996992,1398.19,1402.41,0.5456,0.547246,0,0.469387755,0.387755102,0.06122449,0.06122449,0,0.020408163,0.826086957,0.130434783,0.130434783,1.248354526,1.397748996,0.893117813
2008[Co][nan]3[ASR]1,3,0,7.16581,4.7152,0.658013539,1.41392,1276.49,902.799,0.5174,0.365933,1,0.378378378,0.216216216,0.27027027,0.054054054,0,0.081081081,0.571428571,0.714285714,0.142857143,1.157326534,1.295833197,0.893113818
2020[Zr][sod]3[ASR]1,8,53,38.91559,21.05336,0.541000663,0.345229,1319.86,3823.14,0.8626,2.49863,0,0.470588235,0.405228758,0.104575163,0,0,0.019607843,0.861111111,0.222222222,0,1.078126089,1.207709212,0.892703375
2019[In][qtz]3[ASR]1,7,36,6.78993,4.68401,0.689846582,1.01676,1326.8,1304.93,0.3835,0.377178,0,0.350877193,0.49122807,0.140350877,0,0,0.01754386,1.4,0.4,0,1.422761042,1.593773899,0.892699424
2013[In][nan]3[ASR]1,7,0,7.02334,6.38689,0.909380722,1.685,1289.85,765.487,0.4164,0.247121,0,0.425531915,0.127659574,0.382978723,0,0,0.063829787,0.3,0.9,0,1.298452877,1.45538758,0.892169821
2021[V][nan]3[ASR]4,20,0,7.19824,7.0591,0.980670275,1.10165,1646.89,1494.93,0.5834,0.52957,0,0.444444444,0.222222222,0.277777778,0,0,0.055555556,0.5,0.625,0,1.356452992,1.52062444,0.892036822
2021[Zn][srs]3[ASR]1,1,9,6.10528,5.07966,0.832010981,0.837968,2899.11,3459.69,0.7166,0.855164,1,0.4375,0.1875,0.25,0.0625,0,0.0625,0.428571429,0.571428571,0.142857143,1.907644634,2.13899235,0.891842663
2015[Zn][sql]2[ASR]2,1,2,6.21845,5.19067,0.834720871,0.958171,1879.6,1961.66,0.5924,0.618261,1,0.490566038,0.301886792,0.075471698,0.113207547,0,0.018867925,0.615384615,0.153846154,0.230769231,1.934145578,2.168895004,0.891765427
2024[Zn][fsc]3[FSR]2,1,24,6.73263,5.14775,0.764597193,0.819173,2066.65,2522.85,0.5234,0.638937,1,0.547008547,0.290598291,0.068376068,0.068376068,0,0.025641026,0.53125,0.125,0.125,2.524195401,2.830800215,0.891689702
2023[Zn][eta]3[ASR]3,1,63,7.24464,6.56289,0.905895945,1.07529,1702.15,1582.97,0.625,0.581236,1,0.344827586,0.482758621,0,0.103448276,0.034482759,0.034482759,1.4,0,0.3,1.037007787,1.163819535,0.891038306
2017[Cd][pts]3[ASR]1,4,5,6.66243,5.97827,0.897310741,1.09891,1887.27,1717.39,0.6632,0.603506,0,0.391304348,0.173913043,0.173913043,0.217391304,0,0.043478261,0.444444444,0.444444444,0.555555556,1.643111067,1.844066203,0.891026073
0000[In][lon]3[ASR]1,7,26,6.03828,4.79874,0.794719688,0.967392,1967.36,2033.67,0.6258,0.646894,1,0.447058824,0.4,0.129411765,0,0,0.023529412,0.894736842,0.289473684,0,1.969536361,2.210711975,0.890905909
0000[Cd][nan]3[ASR]2,4,0,7.55204,6.31126,0.835702671,1.0416,1134.79,1089.47,0.3133,0.300787,0,0.542372881,0.322033898,0.101694915,0.016949153,0,0.016949153,0.59375,0.1875,0.03125,1.087576991,1.221995996,0.890000454
2020[Zr][afw]3[FSR]1,8,75,10.37829,8.52636,0.821557309,1.07095,1370.6,1279.8,0.3204,0.299174,0,0.443298969,0.319587629,0.164948454,0.041237113,0,0.030927835,0.720930233,0.372093023,0.093023256,0.996193418,1.119783876,0.889630079
2020[Cu][nan]2[ASR]13,2,0,9.08706,4.82735,0.531233424,1.00711,2132.31,2117.26,0.6514,0.6468,1,0.484848485,0.181818182,0.242424242,0,0,0.060606061,0.375,0.5,0,1.152083059,1.295040146,0.889611849
2020[Co][nan]3[ASR]9,3,0,6.55261,5.37267,0.819928242,0.700823,2844.5,4058.8,0.7026,1.00254,0,0.414634146,0.365853659,0.146341463,0.048780488,0,0.024390244,0.882352941,0.352941176,0.117647059,2.445786818,2.750384367,0.889252734
2008[Eu][nan]3[ASR]2,10,0,7.98791,7.17824,0.898638067,1.43251,1510.38,1054.36,0.565,0.394412,1,0.446808511,0.191489362,0.255319149,0.063829787,0,0.042553191,0.428571429,0.571428571,0.142857143,0.79219737,0.890919251,0.889190989
2014[Zn][pcu]3[ASR]21,1,1,8.46756,5.64741,0.666946558,0.942685,2105.28,2233.28,0.6726,0.713494,1,0.507042254,0.253521127,0.183098592,0,0,0.056338028,0.5,0.361111111,0,1.906222063,2.143779119,0.889187718
2013[Ce][nan]3[ASR]2,19,0,6.99001,5.51009,0.788280703,1.65051,1053.65,638.379,0.4648,0.28161,0,0.463414634,0.170731707,0.195121951,0,0.146341463,0.024390244,0.368421053,0.421052632,0,0.490473846,0.551681898,0.889051912
2022[Y][nan]3[ASR]2,28,0,6.08205,4.84545,0.796680396,1.11559,2043.67,1831.91,0.625,0.56024,1,0.404761905,0.238095238,0.285714286,0.023809524,0,0.047619048,0.588235294,0.705882353,0.058823529,1.579287245,1.776473044,0.889001525
2010[Zn][pcu]3[ASR]24,1,1,6.88265,5.7276,0.832179466,1.02354,1837.07,1794.82,0.6172,0.603003,1,0.407407407,0.296296296,0.148148148,0.037037037,0.074074074,0.037037037,0.727272727,0.363636364,0.090909091,1.615895293,1.818082399,0.888791011
2002[Zn][pcu]3[ASR]4,1,1,24.56536,15.16168,0.61719755,0.205205,1223.87,5964.14,0.9212,4.48918,0,0.530973451,0.318584071,0.115044248,0,0,0.03539823,0.6,0.216666667,0,0.437230143,0.492108466,0.888483276
2019[La][nan]3[ASR]1,14,0,6.36827,4.93975,0.775681622,1.16272,2270.04,1952.36,0.6278,0.539943,1,0.484848485,0.272727273,0.212121212,0,0,0.03030303,0.5625,0.4375,0,1.904295763,2.143514717,0.888398735
2014[Cd][nan]3[ASR]1,4,0,6.01024,5.2493,0.873392743,1.18014,1262.86,1070.09,0.5414,0.458759,1,0.578947368,0.289473684,0.105263158,0,0,0.026315789,0.5,0.181818182,0,1.28966852,1.451904511,0.888259875
2011[Cu][nbo]3[ASR]3,2,4,6.89512,4.98255,0.722619766,1.21823,869.759,713.95,0.4762,0.390894,0,0.43902439,0.390243902,0.097560976,0.048780488,0,0.024390244,0.888888889,0.222222222,0.111111111,0.462272706,0.521104652,0.887101477
2016[Tb][nan]3[ASR]8,11,0,6.34772,4.9731,0.783446655,1.15815,2147.95,1854.64,0.6108,0.527392,1,0.542857143,0.257142857,0.171428571,0,0,0.028571429,0.473684211,0.315789474,0,1.877683264,2.118596988,0.886286195
2020[Mg][nan]3[ASR]2,12,0,11.55243,4.53412,0.392481928,0.97996,748.941,764.257,0.5456,0.556757,1,0.41894061,0.406099518,0.134831461,0.001605136,0,0.038523274,0.969348659,0.32183908,0.003831418,1.489682771,1.681109114,0.886130923
2008[Zn][pcu]3[ASR]3,1,1,10.26084,8.70015,0.847898418,0.680562,2110.18,3100.64,0.7408,1.08851,0,0.506024096,0.289156627,0.156626506,0,0,0.048192771,0.571428571,0.30952381,0,1.0193267,1.150796794,0.885757334
2021[V][nan]3[ASR]3,20,0,7.20707,7.06153,0.979805941,1.10866,1638.51,1477.91,0.5816,0.524597,0,0.444444444,0.222222222,0.277777778,0,0,0.055555556,0.5,0.625,0,1.348447233,1.523475376,0.885112588
2012[Fe][nan]3[ASR]6,9,0,7.58541,6.79731,0.896103177,0.902308,2091.52,2317.97,0.6528,0.723478,1,0.320987654,0.296296296,0.049382716,0.296296296,0,0.037037037,0.923076923,0.153846154,0.923076923,2.04668336,2.312423863,0.885081404
2017[Zn][deh]3[ASR]1,1,67,9.13964,5.58449,0.611018596,1.06674,955.517,895.732,0.2574,0.241295,1,0.522727273,0.295454545,0.090909091,0.068181818,0,0.022727273,0.565217391,0.173913043,0.130434783,1.171121366,1.323340362,0.884973662
2016[Zn][bcg]3[ASR]1,1,38,6.79036,5.85601,0.862400521,0.948194,2208.9,2329.59,0.6554,0.691209,0,0.47761194,0.23880597,0.23880597,0,0,0.044776119,0.5,0.5,0,1.499421324,1.696797866,0.883677045
2016[Zn][ths]3[FSR]4,1,14,8.29394,5.54904,0.669047521,0.788693,1926.97,2443.25,0.532,0.674534,0,0.5,0.333333333,0.104166667,0.041666667,0,0.020833333,0.666666667,0.208333333,0.083333333,2.624548933,2.970550357,0.883522788
2016[Cu][nan]3[ASR]16,2,0,8.12213,5.26139,0.64778451,2.03901,1092.02,535.561,0.2856,0.140068,1,0.304347826,0.347826087,0,0.173913043,0.086956522,0.086956522,1.142857143,0,0.571428571,0.345899184,0.391533353,0.883447557
2016[In][nan]3[ASR]2,7,0,19.86541,14.56862,0.733366188,0.274675,1420.12,5170.17,0.8942,3.25548,1,0.441176471,0.308823529,0.139705882,0.088235294,0,0.022058824,0.7,0.316666667,0.2,0.57652249,0.652593386,0.883432934
2019[Gd][nan]3[ASR]1,15,0,6.37123,4.90916,0.770519978,1.15112,2272.92,1974.53,0.6346,0.55129,1,0.484848485,0.272727273,0.212121212,0,0,0.03030303,0.5625,0.4375,0,1.881246439,2.129534021,0.883407553
2020[Cd][bcu]3[ASR]1,4,13,8.09769,7.00155,0.86463547,1.10423,1214.31,1099.68,0.3793,0.343496,0,0.509803922,0.274509804,0.078431373,0.117647059,0,0.019607843,0.538461538,0.153846154,0.230769231,1.252331638,1.417921047,0.883216763
2011[Zn][sra]3[ASR]2,1,33,6.00435,4.8616,0.809679649,1.10463,1871.79,1694.49,0.622,0.563084,1,0.459459459,0.216216216,0.27027027,0,0,0.054054054,0.470588235,0.588235294,0,1.570120787,1.77785814,0.88315302
2015[Zr][spn]3[ASR]1,8,196,33.62157,29.92949,0.890187163,0.240324,769.205,3200.7,0.9206,3.83066,1,0.461538462,0.230769231,0.192307692,0.057692308,0,0.057692308,0.5,0.416666667,0.125,0.653830175,0.740374224,0.883107696
2014[Mg][nan]3[ASR]3,12,0,5.64889,4.88937,0.865545266,1.14618,1154.08,1006.89,0.5024,0.438326,0,0.464285714,0.285714286,0.178571429,0.035714286,0,0.035714286,0.615384615,0.384615385,0.076923077,1.325137461,1.500774935,0.882968811
2014[Zn][nan]2[ASR]4,1,0,11.8974,11.27498,0.947684368,0.85807,1281.35,1493.29,0.6256,0.729078,1,0.477876106,0.371681416,0.008849558,0.123893805,0,0.017699115,0.777777778,0.018518519,0.259259259,0.808908379,0.916195992,0.882898841
2009[Nd][sxb]3[FSR]1,18,46,6.16245,4.8186,0.781929265,1.24032,1006.32,811.333,0.2543,0.205027,0,0.41221374,0.351145038,0.167938931,0.030534351,0,0.015267176,0.851851852,0.407407407,0.074074074,1.004184394,1.137463612,0.882827708
2019[Zn][sql]2[ASR]3,1,2,6.69921,4.98016,0.743395117,0.571538,3541.72,6196.83,0.7428,1.29965,1,0.453333333,0.373333333,0,0.16,0,0.013333333,0.823529412,0,0.352941176,1.106377747,1.253270018,0.882792798
2020[Cu][tav]3[ASR]4,2,49,7.98687,5.97564,0.748182955,0.696017,2504.39,3598.18,0.6174,0.887048,0,0.475247525,0.376237624,0.108910891,0.01980198,0,0.01980198,0.791666667,0.229166667,0.041666667,1.780081215,2.016542,0.882739469
2018[Co][ant]3[ASR]1,3,21,8.03981,5.35443,0.665989619,0.776229,2198.44,2832.2,0.6884,0.886851,0,0.382978723,0.255319149,0.042553191,0.29787234,0,0.021276596,0.666666667,0.111111111,0.777777778,2.289686005,2.593981732,0.882691646
2015[Ni][sit]3[ASR]1,5,29,7.16987,5.88109,0.820250576,1.10726,1323.91,1195.66,0.5416,0.489133,0,0.485714286,0.285714286,0.114285714,0.085714286,0,0.028571429,0.588235294,0.235294118,0.176470588,1.279282997,1.449911025,0.882318277
2013[ZnCr][lon]3[ASR]5,40,26,11.05144,8.49257,0.768458228,0.735801,2139.12,2907.21,0.738,1.00299,1,0.428571429,0.214285714,0.25,0.06122449,0,0.045918367,0.5,0.583333333,0.142857143,1.518922337,1.721860624,0.88214012
2023[Zn][eta]3[FSR]1,1,63,7.07128,6.34617,0.897457037,1.09314,1686.46,1542.76,0.621,0.568088,1,0.344827586,0.482758621,0,0.103448276,0.034482759,0.034482759,1.4,0,0.3,1.064403073,1.207319776,0.881624814
2023[Zn][eta]3[ASR]2,1,63,7.07281,6.34617,0.897262898,1.09314,1686.46,1542.76,0.621,0.568088,1,0.344827586,0.482758621,0,0.103448276,0.034482759,0.034482759,1.4,0,0.3,1.064403073,1.207319776,0.881624814
2010[Co][nan]3[ASR]8,3,0,12.37219,5.304,0.428703407,0.722154,1898.25,2628.6,0.6808,0.942735,0,0.472727273,0.290909091,0,0.181818182,0,0.018181818,0.615384615,0,0.384615385,2.000987584,2.271783232,0.880800402
2024[Mn][pcu]3[ASR]1,6,1,6.39103,5.68979,0.890277467,1.05845,1380.54,1304.3,0.5452,0.515091,0,0.488372093,0.302325581,0.093023256,0.093023256,0,0.023255814,0.619047619,0.19047619,0.19047619,1.311951694,1.489546305,0.880772682
2016[Co][sqc]3[FSR]3,3,27,6.95822,5.55236,0.797956949,0.923262,1639.98,1776.29,0.5784,0.626474,0,0.46875,0.375,0.09375,0.046875,0,0.015625,0.8,0.2,0.1,1.699383642,1.929578508,0.880701995
0000[Zn][nan]3[ASR]12,1,0,5.98654,4.50221,0.752055444,1.61046,1536.43,954.033,0.5446,0.338164,1,0.425531915,0.085106383,0.382978723,0,0,0.106382979,0.2,0.9,0,1.245382689,1.414242311,0.880600643
2023[ZrCu][nan]3[FSR]1,161,0,5.91757,5.14223,0.868976624,1.16986,1753.75,1499.12,0.5532,0.472878,0,0.393939394,0.303030303,0.060606061,0.121212121,0.090909091,0.03030303,0.769230769,0.153846154,0.307692308,1.069652464,1.216641167,0.879184835
2014[Co][hex]3[ASR]2,3,32,7.05411,5.64918,0.800835258,0.967554,1964.75,2030.63,0.6408,0.662289,1,0.46875,0.25,0.21875,0.015625,0,0.046875,0.533333333,0.466666667,0.033333333,1.640188055,1.865711878,0.879121838
2013[ZnCr][lon]3[ASR]3,40,26,11.32485,7.62193,0.673027016,0.677748,2157.65,3183.56,0.75,1.10661,1,0.445544554,0.297029703,0.183168317,0.02970297,0,0.044554455,0.666666667,0.411111111,0.066666667,1.46664971,1.669123444,0.878694572
2020[Co][nan]3[FSR]33,3,0,8.00945,6.38437,0.79710467,1.5397,1261.96,819.611,0.5212,0.338507,0,0.214285714,0.214285714,0.285714286,0.214285714,0,0.071428571,1,1.333333333,1,0.607149451,0.691023757,0.878623122
2021[V][nan]3[ASR]1,20,0,7.18966,7.05807,0.981697326,1.10185,1649.68,1497.19,0.5834,0.529472,0,0.444444444,0.222222222,0.277777778,0,0,0.055555556,0.5,0.625,0,1.353776048,1.541312898,0.878326555
2020[Cu][tav]3[ASR]3,2,49,7.89208,5.82333,0.737870118,0.703207,2471.23,3514.22,0.6121,0.87044,0,0.475247525,0.376237624,0.108910891,0.01980198,0,0.01980198,0.791666667,0.229166667,0.041666667,1.756127416,2.000060385,0.878037198
2020[Cu][nan]2[ASR]4,2,0,5.38115,4.7833,0.888899213,1.42974,823.367,575.885,0.4762,0.333067,1,0.488888889,0.377777778,0.022222222,0.066666667,0.022222222,0.022222222,0.772727273,0.045454545,0.136363636,0.724669441,0.82545566,0.877902322
2012[Zn][dia]3[ASR]2,1,3,7.49366,6.97186,0.930367804,1.17363,1168.04,995.236,0.5294,0.451078,1,0.471428571,0.314285714,0.1,0.085714286,0,0.028571429,0.666666667,0.212121212,0.181818182,1.039974899,1.184744145,0.877805476
2023[CuTi][nan]3[ASR]3,46,0,6.1301,4.96958,0.810684981,1.10855,1682.98,1518.18,0.562,0.506967,0,0.393939394,0.303030303,0.060606061,0.121212121,0.090909091,0.03030303,0.769230769,0.153846154,0.307692308,1.08970625,1.241427054,0.877785163
2014[Co][pcu]3[ASR]2,3,1,7.17251,5.42114,0.755821881,0.947322,1371.26,1447.51,0.347,0.366296,0,0.463414634,0.365853659,0.097560976,0.048780488,0,0.024390244,0.789473684,0.210526316,0.105263158,1.234211907,1.407257577,0.877033406
2019[Pr][nan]3[ASR]1,25,0,6.52949,4.89625,0.749867141,1.11647,2260.15,2024.36,0.6294,0.563739,1,0.484848485,0.272727273,0.212121212,0,0,0.03030303,0.5625,0.4375,0,1.934940738,2.206265561,0.877020778
2014[Mg][nan]3[ASR]2,12,0,5.58467,4.8341,0.865601728,1.1604,1110.69,957.162,0.4868,0.419509,0,0.464285714,0.285714286,0.178571429,0.035714286,0,0.035714286,0.615384615,0.384615385,0.076923077,1.249221046,1.424486314,0.876962477
2013[ZnCr][lon]3[ASR]2,40,26,14.29207,10.12824,0.708661516,0.648977,1832,2822.91,0.775,1.19419,1,0.43373494,0.21686747,0.259036145,0.036144578,0,0.054216867,0.5,0.597222222,0.083333333,1.06510747,1.214654127,0.876881284
2013[ZnCr][lon]3[ASR]8,40,26,14.29207,10.12824,0.708661516,0.648977,1831.96,2822.84,0.775,1.19419,1,0.43373494,0.21686747,0.259036145,0.036144578,0,0.054216867,0.5,0.597222222,0.083333333,1.06510747,1.214654127,0.876881284
2015[Zr][ftw]3[ASR]3,8,96,25.24149,10.49588,0.415818559,0.291153,1595.92,5481.37,0.8684,2.98262,0,0.571428571,0.30952381,0.076190476,0.028571429,0,0.014285714,0.541666667,0.133333333,0.05,0.555596606,0.633832509,0.876566913
2019[Nd][nan]3[ASR]1,18,0,6.42297,4.95585,0.771582305,1.09106,2289.08,2098.04,0.6368,0.583653,1,0.484848485,0.272727273,0.212121212,0,0,0.03030303,0.5625,0.4375,0,1.984072141,2.263854031,0.876413459
2020[Cu][nan]2[ASR]7,2,0,5.19432,4.6276,0.89089621,1.43749,817.172,568.471,0.4702,0.327098,1,0.488888889,0.377777778,0.022222222,0.066666667,0.022222222,0.022222222,0.772727273,0.045454545,0.136363636,0.698160668,0.796620326,0.876403281
2015[Tb][nan]3[ASR]16,11,0,6.46856,4.61872,0.714025997,1.24305,1869.53,1503.99,0.5932,0.477214,1,0.517241379,0.24137931,0.206896552,0,0,0.034482759,0.466666667,0.4,0,1.471169567,1.678745904,0.876350354
2018[Zn][flu]3[ASR]2,1,8,7.97979,6.70133,0.839787764,0.878635,1791.56,2039.03,0.6186,0.704046,1,0.463768116,0.367149758,0.154589372,0,0,0.014492754,0.791666667,0.333333333,0,1.687382005,1.92581684,0.876190285
2001[Co][lvt]3[FSR]1,3,11,7.83158,4.50246,0.57491081,0.863986,1793.47,2075.81,0.5814,0.672927,0,0.4,0.447058824,0.047058824,0.094117647,0,0.011764706,1.117647059,0.117647059,0.235294118,1.24894422,1.426477707,0.875544156
2018[Ag][sql]2[FSR]2,13,2,6.38349,5.13211,0.803966169,1.44984,1464.67,1010.23,0.5652,0.389835,1,0.333333333,0.455555556,0.055555556,0.022222222,0.033333333,0.055555556,1.366666667,0.166666667,0.066666667,0.594571517,0.679567896,0.874925847
2015[Co][pts]3[ASR]2,3,5,8.47991,8.14318,0.960290852,0.773601,1699.66,2197.08,0.547,0.707082,0,0.48,0.32,0,0.16,0,0.04,0.666666667,0,0.333333333,1.582146979,1.808727689,0.87472923
2011[Zn][srs]3[ASR]5,1,9,8.1776,7.24404,0.885839366,1.21949,2090.27,1714.05,0.665,0.545308,0,0.444444444,0.296296296,0,0.148148148,0.074074074,0.037037037,0.666666667,0,0.333333333,0.773364348,0.88436315,0.874487305
2016[Zn][nan]3[ASR]14,1,0,6.65423,4.59023,0.689821362,1.10689,1217.74,1100.15,0.5242,0.473581,1,0.496453901,0.340425532,0.085106383,0.056737589,0,0.021276596,0.685714286,0.171428571,0.114285714,1.457747016,1.667189536,0.874373899
2017[Co][rtl]3[ASR]1,3,10,7.30942,4.71318,0.644809027,1.07506,1675.19,1558.22,0.5904,0.549176,1,0.511627907,0.23255814,0.209302326,0,0,0.046511628,0.454545455,0.409090909,0,1.782790419,2.040013048,0.873911282
2010[La][nan]3[ASR]2,14,0,7.89684,7.08735,0.897491908,1.07398,1765.57,1643.94,0.6176,0.575055,1,0.506024096,0.21686747,0.21686747,0,0,0.024096386,0.428571429,0.428571429,0,1.343961279,1.538496654,0.873554892
2013[Cu][bpq]3[ASR]1,2,7,8.78731,7.70066,0.87633872,1.08464,1444.52,1331.8,0.465,0.428714,0,0.411764706,0.058823529,0.029411765,0.235294118,0.235294118,0.029411765,0.142857143,0.071428571,0.571428571,1.446888776,1.656593841,0.873411901
0000[In][pts]3[ASR]1,7,5,10.60267,4.60138,0.433983138,0.666976,2440.15,3658.53,0.7078,1.06121,0,0.568421053,0.336842105,0.084210526,0,0,0.010526316,0.592592593,0.148148148,0,2.0530585,2.351031155,0.873258738
2013[Mn][nan]3[FSR]7,6,0,5.47987,4.50277,0.82169285,1.40746,414.277,294.343,0.1153,0.0819204,0,0.424778761,0.353982301,0.17699115,0.017699115,0,0.026548673,0.833333333,0.416666667,0.041666667,0.361457495,0.413984744,0.873117912
2022[ZnMn][nan]3[ASR]1,43,0,6.53648,5.87758,0.899196509,1.09242,2228.87,2040.31,0.6546,0.599222,1,0.390243902,0.146341463,0.341463415,0,0,0.073170732,0.375,0.875,0,2.063264881,2.363190474,0.873084461
2023[CuTi][nan]3[ASR]2,46,0,5.93912,4.91288,0.827206724,1.12043,1664.5,1485.59,0.5506,0.491419,0,0.393939394,0.303030303,0.060606061,0.121212121,0.090909091,0.03030303,0.769230769,0.153846154,0.307692308,1.158112724,1.327065136,0.872687174
2023[TiCu][nan]3[FSR]3,91,0,5.93912,4.91288,0.827206724,1.12043,1664.5,1485.59,0.5506,0.491419,0,0.393939394,0.303030303,0.060606061,0.121212121,0.090909091,0.03030303,0.769230769,0.153846154,0.307692308,1.158112724,1.327065136,0.872687174
2019[In][nan]3[ASR]3,7,0,8.57025,4.66337,0.544134652,0.842102,2642.11,3137.51,0.7062,0.838616,1,0.466666667,0.288888889,0.166666667,0.044444444,0,0.033333333,0.619047619,0.357142857,0.095238095,2.111742696,2.420148593,0.872567371
2018[Ag][sql]2[FSR]3,13,2,6.43772,5.20255,0.808135489,1.44364,1465.26,1014.98,0.5694,0.394419,1,0.333333333,0.455555556,0.055555556,0.022222222,0.033333333,0.055555556,1.366666667,0.166666667,0.066666667,0.597395457,0.684849048,0.872302383
2010[Zn][qtz]3[ASR]1,1,36,8.5468,8.3547,0.977523752,1.18192,1106.32,936.043,0.5422,0.458747,0,0.444444444,0.296296296,0.148148148,0.074074074,0,0.037037037,0.666666667,0.333333333,0.166666667,1.062856145,1.220354256,0.870940663
2019[Zn][lon]3[ASR]7,1,26,4.9923,4.62622,0.926671073,1.26642,990.38,782.031,0.4936,0.38976,0,0.303030303,0.393939394,0.121212121,0.151515152,0,0.03030303,1.3,0.4,0.5,1.125461183,1.292325021,0.870880904
2021[Zn][bcu]3[ASR]2,1,13,14.53546,7.34585,0.505374443,0.68358,1953.05,2857.09,0.6533,0.955704,0,0.440677966,0.237288136,0.186440678,0.101694915,0,0.033898305,0.538461538,0.423076923,0.230769231,1.731665285,1.989191962,0.870537041
0000[Cd][nan]3[ASR]12,4,0,5.90579,4.57544,0.774738011,0.85019,2472.54,2908.22,0.6606,0.777002,1,0.431034483,0.413793103,0.068965517,0.068965517,0,0.017241379,0.96,0.16,0.16,1.893453649,2.175338924,0.870417767
2023[Zn][eta]3[ASR]1,1,63,7.24464,6.56289,0.905895945,1.07529,1699.78,1580.76,0.625,0.581236,1,0.344827586,0.482758621,0,0.103448276,0.034482759,0.034482759,1.4,0,0.3,1.020100831,1.172055161,0.870352237
2019[Zr][flu]3[ASR]3,8,8,8.64013,6.77499,0.784130563,0.909312,2399.58,2638.9,0.6816,0.749578,1,0.492307692,0.246153846,0.184615385,0.030769231,0,0.046153846,0.5,0.375,0.0625,1.387243624,1.593948962,0.870318722
2012[Cu][bpq]3[ASR]1,2,7,6.94358,6.25752,0.901195061,1.02856,1667.67,1621.37,0.5848,0.568563,1,0.5,0.303030303,0.151515152,0.015151515,0,0.03030303,0.606060606,0.303030303,0.03030303,1.618413256,1.860584781,0.869841177
2017[Cd][nan]3[FSR]1,4,0,7.31784,5.99789,0.819625737,1.4105,934.572,662.584,0.4598,0.325985,1,0.444444444,0.336700337,0.191919192,0.006734007,0,0.02020202,0.757575758,0.431818182,0.015151515,0.750689502,0.863052614,0.869807344
2022[Zn][sql]2[ASR]1,1,2,7.30211,5.6964,0.780103285,0.917124,1676.64,1828.15,0.5942,0.647895,1,0.53271028,0.336448598,0.074766355,0.037383178,0,0.018691589,0.631578947,0.140350877,0.070175439,1.992995115,2.292618299,0.869309608
2010[Ce][pcu]3[ASR]1,19,1,18.75501,13.37911,0.713361923,0.428484,1468.95,3428.25,0.8318,1.94126,0,0.459016393,0.327868852,0.131147541,0.06557377,0,0.016393443,0.714285714,0.285714286,0.142857143,0.388668279,0.44710435,0.869301045
